id,release_month_spa
133008,Mayo
6476,Agosto
10640,Agosto
33324,Octubre
29856,Abril
48205,Mayo
46978,Abril
26842,Marzo
42252,Mayo
73100,Septiembre
11558,Diciembre
5651,Octubre
43751,Abril
14336,Diciembre
18775,Abril
12535,Diciembre
1421,Abril
62847,Julio
77360,Abril
12637,Junio
54140,Enero
38985,Junio
61280,Noviembre
16378,Marzo
72412,Diciembre
11935,Diciembre
13481,Agosto
24998,Octubre
13514,Noviembre
113777,Julio
1362,Noviembre
156235,Septiembre
98851,Agosto
29107,Julio
45691,Mayo
11537,Marzo
45695,Agosto
42165,Octubre
33701,Noviembre
38438,Diciembre
10654,Marzo
25264,Diciembre
19827,Junio
18966,Abril
30636,Agosto
33665,Diciembre
45169,Febrero
15717,Enero
54663,Octubre
80310,Diciembre
179798,Marzo
64353,Febrero
114516,Marzo
47542,Diciembre
86295,Noviembre
149645,Septiembre
23615,Noviembre
13633,Marzo
14087,Julio
6341,Febrero
27679,Diciembre
7012,Noviembre
20545,Noviembre
23096,Mayo
15251,Agosto
17435,Octubre
78177,Enero
11948,Mayo
15716,Febrero
29173,Noviembre
32689,Septiembre
21356,Abril
42115,Septiembre
232,Octubre
42116,Diciembre
30707,Noviembre
12633,Agosto
47892,Septiembre
19258,Julio
22998,Diciembre
15301,Junio
29140,Marzo
28054,Abril
11609,Junio
9041,Mayo
31939,Enero
63418,Mayo
42086,Agosto
13189,Diciembre
48677,Agosto
30278,Octubre
46088,Abril
19596,Julio
1884,Febrero
19621,Septiembre
10179,Marzo
47874,Septiembre
113784,Abril
108241,Noviembre
27102,Agosto
47359,Marzo
27414,Noviembre
33138,Octubre
25425,Mayo
8221,Octubre
17663,Diciembre
8868,Marzo
29903,Noviembre
92802,Agosto
54407,Octubre
41243,Septiembre
12615,Agosto
14029,Octubre
10372,Noviembre
40929,Febrero
67342,Noviembre
9056,Diciembre
27064,Mayo
51878,Abril
62429,Diciembre
10176,Septiembre
9080,Diciembre
18502,Junio
31600,Noviembre
41205,Diciembre
30069,Febrero
16082,Noviembre
14670,Septiembre
9318,Diciembre
30653,Enero
26555,Julio
47340,Agosto
10570,Diciembre
42021,Enero
65326,Noviembre
24657,Mayo
53157,Octubre
41480,Noviembre
36677,Noviembre
11471,Agosto
21733,Febrero
17421,Agosto
22572,Enero
49964,Enero
41076,Junio
4043,Febrero
27342,Mayo
2172,Septiembre
8852,Octubre
30421,Julio
60631,Marzo
96333,Octubre
49815,Octubre
18305,Diciembre
92663,Enero
8677,Mayo
26369,Marzo
11513,Diciembre
40844,Enero
49314,Marzo
41959,Mayo
16296,Mayo
13192,Octubre
18917,Agosto
116345,Julio
48309,Marzo
93457,Junio
41967,Abril
47795,Enero
4271,Febrero
41949,Junio
114524,Diciembre
16859,Julio
38695,Mayo
2927,Febrero
41939,Septiembre
85556,Septiembre
119324,Abril
26936,Septiembre
25943,Diciembre
71373,Diciembre
9768,Abril
11909,Agosto
60778,Enero
27274,Junio
110838,Septiembre
10485,Junio
9569,Febrero
22189,Diciembre
71805,Octubre
7975,Septiembre
41821,Abril
21344,Abril
9399,Junio
31597,Septiembre
30017,Mayo
11131,Marzo
14571,Enero
21168,Agosto
59058,Junio
1662,Septiembre
6444,Abril
71642,Septiembre
31923,Octubre
20562,Agosto
18311,Diciembre
48448,Febrero
1483,Abril
41783,Septiembre
28553,Noviembre
58648,Marzo
36337,Junio
68773,Noviembre
25330,Julio
22423,Marzo
4539,Septiembre
22792,Enero
22828,Mayo
12776,Octubre
31696,Abril
17467,Octubre
36351,Agosto
47252,Enero
34376,Enero
15080,Julio
39233,Enero
6463,Octubre
14362,Abril
5048,Septiembre
9588,Octubre
41792,Enero
25674,Octubre
53688,Marzo
21338,Mayo
123778,Octubre
94666,Enero
41804,Enero
147164,Enero
23438,Mayo
215993,Diciembre
97044,Noviembre
29904,Enero
13995,Diciembre
11198,Enero
41678,Septiembre
75145,Agosto
186809,Septiembre
19143,Agosto
27381,Septiembre
45145,Agosto
11621,Julio
47714,Enero
19087,Marzo
40082,Febrero
36288,Octubre
38143,Octubre
31962,Enero
22590,Diciembre
41777,Enero
48150,Septiembre
41778,Septiembre
40213,Enero
83761,Septiembre
34683,Febrero
47350,Noviembre
25684,Enero
5051,Mayo
14135,Septiembre
18817,Agosto
27678,Marzo
83599,Junio
16437,Noviembre
251732,Enero
17811,Julio
12088,Septiembre
96712,Septiembre
48706,Noviembre
47105,Junio
30366,Febrero
19371,Octubre
41661,Abril
35610,Noviembre
67595,Abril
12664,Agosto
7500,Abril
20339,Abril
11143,Noviembre
5187,Abril
13519,Enero
32764,Mayo
26877,Diciembre
59051,Agosto
18998,Julio
18392,Mayo
8983,Noviembre
41578,Enero
17796,Septiembre
63097,Enero
17809,Diciembre
271304,Octubre
18837,Octubre
11067,Marzo
10486,Febrero
58416,Enero
35977,Marzo
19223,Mayo
54804,Julio
18674,Julio
152426,Mayo
57221,Septiembre
26830,Septiembre
51038,Febrero
30718,Septiembre
37797,Julio
37062,Enero
18665,Julio
12613,Agosto
21846,Septiembre
16233,Mayo
13063,Octubre
37563,Junio
63054,Septiembre
41343,Diciembre
27318,Noviembre
16003,Enero
8214,Enero
30330,Febrero
29927,Mayo
48709,Enero
37431,Mayo
100167,Septiembre
2061,Agosto
11210,Junio
148478,Abril
27994,Enero
2460,Mayo
12254,Octubre
55902,Marzo
74097,Enero
16992,Diciembre
9956,Julio
36702,Enero
134458,Julio
26124,Septiembre
9092,Julio
18415,Octubre
17629,Enero
116008,Enero
37517,Abril
37673,Mayo
26103,Noviembre
44641,Enero
8765,Enero
9845,Octubre
26644,Septiembre
36221,Agosto
26215,Mayo
64559,Octubre
28123,Julio
35638,Enero
9732,Octubre
86913,Diciembre
30983,Abril
5470,Abril
10213,Octubre
19846,Marzo
50008,Noviembre
12095,Marzo
1283,Marzo
35016,Febrero
95136,Abril
44625,Enero
36282,Octubre
14533,Enero
9812,Septiembre
41992,Agosto
88421,Enero
8697,Enero
22140,Noviembre
7096,Abril
21039,Enero
19850,Diciembre
17263,Julio
344,Agosto
15805,Marzo
14439,Febrero
41227,Febrero
13428,Julio
27260,Abril
11508,Septiembre
67899,Abril
36105,Febrero
47186,Noviembre
50173,Julio
57644,Octubre
46817,Septiembre
45935,Octubre
47060,Septiembre
84002,Mayo
9943,Agosto
23356,Enero
55257,Febrero
2487,Diciembre
38821,Enero
10429,Marzo
17985,Agosto
21210,Agosto
54860,Junio
9597,Septiembre
21644,Junio
5511,Octubre
12485,Julio
49745,Julio
62825,Marzo
17074,Agosto
18491,Julio
175739,Enero
13777,Agosto
11854,Octubre
87489,Junio
33491,Febrero
12619,Agosto
39927,Septiembre
24272,Noviembre
29587,Enero
3716,Agosto
11944,Mayo
21348,Diciembre
15319,Octubre
9011,Marzo
2332,Marzo
54003,Abril
20882,Enero
10205,Febrero
40476,Enero
18394,Julio
31774,Mayo
35735,Agosto
38203,Septiembre
19362,Enero
5458,Noviembre
31161,Junio
65296,Mayo
32067,Junio
32306,Enero
66668,Agosto
72490,Noviembre
10482,Diciembre
107942,Marzo
28031,Marzo
54491,Mayo
110147,Febrero
15653,Febrero
43423,Septiembre
12480,Marzo
13439,Agosto
844,Mayo
29512,Febrero
97206,Enero
101338,Junio
23985,Enero
2463,Septiembre
16874,Febrero
274669,Octubre
32166,Septiembre
204839,Octubre
38987,Enero
9439,Octubre
52666,Noviembre
71138,Agosto
39872,Diciembre
53048,Marzo
22616,Enero
20160,Enero
28943,Septiembre
16234,Diciembre
82550,Mayo
11599,Enero
33253,Noviembre
11075,Octubre
16171,Marzo
33355,Noviembre
49671,Enero
15917,Julio
10706,Julio
36246,Enero
17208,Julio
26245,Octubre
62529,Octubre
467,Abril
25988,Enero
73952,Febrero
19738,Agosto
16435,Octubre
26014,Noviembre
45418,Junio
15024,Julio
11366,Febrero
89823,Agosto
10751,Julio
38294,Noviembre
18836,Junio
10757,Diciembre
55256,Septiembre
23160,Julio
2899,Enero
44756,Agosto
18088,Junio
31010,Enero
20536,Abril
3577,Enero
27259,Enero
19448,Enero
14923,Septiembre
32248,Septiembre
47115,Enero
2440,Septiembre
10836,Octubre
10955,Septiembre
12900,Mayo
37998,Mayo
10978,Diciembre
81540,Enero
40096,Septiembre
11847,Enero
52999,Agosto
41714,Marzo
11056,Octubre
27967,Mayo
919,Noviembre
57558,Agosto
13437,Agosto
55852,Enero
211,Noviembre
10046,Febrero
27245,Enero
6382,Octubre
36243,Diciembre
45538,Febrero
48843,Agosto
22242,Julio
50467,Enero
16077,Octubre
58255,Marzo
2191,Septiembre
11553,Octubre
29832,Mayo
10726,Abril
57100,Octubre
44793,Septiembre
35110,Junio
9298,Marzo
89591,Diciembre
13899,Diciembre
437,Abril
38901,Enero
37712,Octubre
37266,Enero
14809,Mayo
27324,Febrero
33625,Enero
35583,Diciembre
35848,Octubre
4592,Julio
71099,Agosto
9025,Septiembre
2111,Octubre
14752,Julio
11178,Julio
10943,Febrero
125842,Octubre
100973,Octubre
23305,Septiembre
21707,Septiembre
10981,Septiembre
10918,Octubre
30839,Septiembre
4612,Enero
36222,Enero
33068,Septiembre
13984,Mayo
16184,Octubre
53244,Junio
14868,Mayo
36353,Enero
97754,Enero
11427,Enero
18072,Septiembre
4689,Marzo
16209,Junio
45379,Febrero
18248,Junio
8441,Enero
12720,Octubre
21041,Octubre
5552,Marzo
8325,Septiembre
10077,Mayo
11430,Febrero
31076,Enero
28730,Diciembre
40432,Octubre
26955,Agosto
23986,Mayo
4326,Octubre
16132,Diciembre
36730,Mayo
55496,Febrero
30806,Agosto
20164,Enero
38970,Febrero
32526,Mayo
26491,Octubre
15271,Mayo
45572,Septiembre
22076,Julio
16973,Abril
55931,Mayo
12703,Agosto
32250,Febrero
44203,Marzo
46814,Enero
9282,Mayo
5844,Septiembre
61485,Septiembre
10891,Enero
25334,Abril
12540,Enero
60672,Febrero
24241,Septiembre
11556,Septiembre
49007,Enero
11197,Mayo
14245,Diciembre
27079,Mayo
3177,Julio
19277,Noviembre
11774,Diciembre
10855,Noviembre
16765,Enero
4972,Marzo
54764,Agosto
120360,Septiembre
20162,Enero
2841,Octubre
11606,Agosto
189332,Septiembre
363,Marzo
12140,Marzo
4254,Noviembre
15370,Julio
16635,Mayo
23520,Octubre
1418,Octubre
15990,Octubre
11492,Febrero
12496,Noviembre
17457,Marzo
22618,Septiembre
29987,Febrero
10361,Enero
36763,Junio
41070,Febrero
14527,Octubre
12542,Diciembre
32276,Marzo
100594,Marzo
14455,Enero
25757,Enero
24092,Octubre
20357,Septiembre
21200,Febrero
40876,Enero
95536,Agosto
11838,Octubre
670,Enero
25500,Marzo
85873,Octubre
12583,Julio
21513,Abril
12608,Diciembre
14190,Abril
49681,Marzo
9694,Noviembre
12802,Marzo
22537,Diciembre
9667,Marzo
13373,Abril
37209,Septiembre
10304,Abril
40823,Junio
9666,Agosto
13371,Febrero
11049,Mayo
9316,Enero
11647,Octubre
1913,Septiembre
45693,Julio
2539,Diciembre
15177,Agosto
14770,Septiembre
5528,Marzo
10105,Septiembre
38398,Enero
1114,Junio
179,Abril
83,Agosto
12653,Mayo
32233,Enero
55177,Julio
14310,Diciembre
24860,Octubre
26766,Marzo
24747,Abril
4836,Septiembre
18711,Septiembre
11190,Junio
37918,Septiembre
11866,Diciembre
12281,Enero
10320,Marzo
16427,Agosto
30973,Septiembre
12086,Febrero
11420,Septiembre
57337,Septiembre
81792,Diciembre
3396,Septiembre
1404,Febrero
62276,Agosto
464,Septiembre
40974,Agosto
59196,Abril
20912,Julio
5889,Mayo
1126,Junio
10296,Mayo
11658,Febrero
20544,Mayo
11401,Enero
19423,Agosto
31781,Marzo
9483,Septiembre
1392,Diciembre
1843,Mayo
33102,Enero
291,Julio
88138,Enero
28105,Mayo
5460,Mayo
51363,Junio
16843,Febrero
4896,Enero
8357,Abril
24674,Marzo
3509,Mayo
11662,Abril
10103,Junio
33150,Junio
13372,Julio
36678,Septiembre
21754,Octubre
23319,Enero
41171,Noviembre
23592,Abril
47614,Agosto
986,Diciembre
70,Diciembre
31713,Mayo
32041,Junio
55309,Diciembre
38724,Diciembre
12487,Julio
56616,Agosto
205,Septiembre
150523,Septiembre
46761,Mayo
43872,Noviembre
5183,Diciembre
28055,Marzo
12597,Octubre
118,Julio
113213,Mayo
62143,Junio
1280,Octubre
88288,Junio
421,Diciembre
2567,Diciembre
9833,Diciembre
6478,Diciembre
9692,Diciembre
1901,Diciembre
693,Diciembre
842,Mayo
9953,Septiembre
11162,Septiembre
54291,Agosto
57564,Febrero
15401,Noviembre
14604,Agosto
26275,Mayo
15045,Diciembre
42420,Septiembre
1853,Enero
11804,Enero
19803,Septiembre
11354,Enero
41613,Agosto
61049,Agosto
41384,Junio
14677,Julio
61988,Marzo
93462,Abril
46021,Junio
40881,Abril
147747,Junio
47876,Marzo
43150,Junio
66600,Mayo
64334,Septiembre
75976,Octubre
69234,Marzo
43442,Marzo
25033,Junio
21259,Noviembre
33766,Noviembre
220690,Noviembre
22301,Noviembre
21030,Mayo
79008,Octubre
120328,Marzo
95466,Septiembre
26426,Mayo
18627,Diciembre
39472,Julio
34326,Enero
10630,Agosto
18927,Enero
42257,Octubre
59143,Diciembre
74122,Diciembre
58097,Abril
25350,Septiembre
16442,Julio
7229,Octubre
12576,Octubre
42223,Noviembre
20719,Julio
16220,Febrero
23832,Abril
54794,Agosto
33475,Marzo
33472,Abril
33477,Septiembre
10609,Mayo
2091,Septiembre
11633,Abril
35031,Marzo
12127,Enero
11626,Noviembre
13563,Enero
36430,Febrero
9947,Enero
6439,Enero
7214,Enero
43504,Febrero
24749,Abril
17657,Octubre
32546,Octubre
42390,Septiembre
26488,Abril
61477,Agosto
27429,Octubre
19610,Diciembre
27549,Junio
43892,Marzo
8422,Octubre
11373,Febrero
989,Junio
43779,Noviembre
49696,Enero
34778,Octubre
25970,Octubre
100894,Junio
44463,Julio
39504,Agosto
14883,Diciembre
11423,Abril
10694,Marzo
16410,Abril
26581,Agosto
342,Septiembre
613,Septiembre
273,Diciembre
8978,Enero
11637,Enero
12142,Enero
11096,Enero
22559,Enero
8968,Febrero
6961,Febrero
31165,Octubre
2517,Agosto
11413,Enero
24962,Agosto
17978,Octubre
42729,Octubre
56655,Marzo
22383,Noviembre
43801,Abril
30923,Febrero
41851,Enero
58918,Enero
11343,Noviembre
661,Febrero
10310,Octubre
36851,Julio
147882,Abril
27007,Junio
29259,Marzo
53200,Febrero
55624,Junio
2436,Noviembre
20196,Agosto
61144,Julio
6317,Septiembre
68822,Abril
27430,Marzo
43141,Agosto
135473,Marzo
41968,Septiembre
34090,Agosto
34561,Mayo
45174,Septiembre
16638,Octubre
118075,Enero
42011,Febrero
7454,Septiembre
70498,Junio
63617,Marzo
23132,Febrero
68348,Octubre
37198,Agosto
4935,Noviembre
8953,Julio
10951,Febrero
42845,Diciembre
193704,Febrero
41569,Marzo
8488,Febrero
13682,Febrero
12228,Febrero
32588,Diciembre
57825,Febrero
561,Febrero
10214,Febrero
17880,Febrero
8340,Enero
6414,Abril
27202,Marzo
1942,Octubre
61574,Enero
21433,Septiembre
52778,Septiembre
19119,Abril
18279,Enero
10636,Octubre
123452,Junio
3040,Junio
18538,Enero
125953,Marzo
41475,Abril
44875,Marzo
43128,Diciembre
42641,Noviembre
39179,Noviembre
13498,Febrero
29993,Diciembre
9470,Febrero
36867,Enero
30698,Diciembre
12721,Mayo
27042,Julio
37232,Septiembre
19765,Septiembre
125109,Agosto
37527,Octubre
43492,Julio
29578,Octubre
2926,Diciembre
54302,Octubre
4710,Marzo
26243,Noviembre
10568,Abril
52943,Diciembre
25103,Diciembre
5204,Noviembre
89065,Febrero
4974,Septiembre
30331,Abril
258,Agosto
8016,Diciembre
37601,Abril
4235,Diciembre
31532,Agosto
34614,Enero
51177,Febrero
16186,Febrero
10012,Febrero
65967,Septiembre
281189,Noviembre
10022,Marzo
4551,Marzo
30856,Enero
26,Febrero
2026,Marzo
9928,Marzo
29735,Diciembre
76264,Septiembre
15771,Marzo
76804,Septiembre
43912,Febrero
82432,Octubre
3115,Diciembre
6593,Diciembre
116698,Diciembre
63115,Septiembre
76403,Marzo
87169,Noviembre
34093,Mayo
38148,Noviembre
77041,Noviembre
167087,Febrero
34196,Enero
54380,Abril
15443,Mayo
36815,Octubre
111017,Mayo
37598,Junio
40957,Agosto
33539,Junio
41749,Enero
88930,Enero
31835,Mayo
60966,Septiembre
85926,Junio
1918,Septiembre
20511,Mayo
133382,Febrero
22377,Julio
1093,Enero
45212,Febrero
12622,Agosto
25283,Enero
18047,Noviembre
15018,Mayo
438,Octubre
24546,Marzo
57953,Octubre
64022,Noviembre
42222,Octubre
11297,Abril
11196,Mayo
33431,Enero
18770,Noviembre
37988,Julio
40916,Noviembre
42837,Febrero
1589,Septiembre
13374,Marzo
9688,Octubre
228890,Enero
10040,Marzo
11638,Marzo
540,Enero
77120,Mayo
48463,Diciembre
45218,Septiembre
44540,Enero
21666,Septiembre
23916,Septiembre
52277,Octubre
32208,Agosto
44634,Septiembre
84298,Diciembre
76499,Octubre
43865,Agosto
48598,Enero
72847,Junio
93313,Noviembre
32078,Junio
26038,Febrero
45694,Mayo
43029,Junio
42622,Octubre
27495,Marzo
19884,Febrero
47007,Enero
37748,Octubre
52302,Agosto
24922,Junio
39327,Junio
55563,Diciembre
86458,Octubre
22434,Marzo
12778,Marzo
42106,Mayo
16198,Julio
15283,Julio
158,Febrero
1772,Octubre
5996,Enero
53939,Agosto
19665,Enero
36006,Marzo
73604,Diciembre
16301,Enero
47002,Marzo
14573,Mayo
18774,Enero
44154,Noviembre
28448,Diciembre
38155,Febrero
34282,Julio
27030,Septiembre
120129,Junio
22595,Abril
42994,Diciembre
19545,Diciembre
21131,Octubre
47237,Abril
17592,Octubre
17113,Marzo
187,Abril
14177,Junio
11399,Noviembre
23638,Abril
7364,Abril
11431,Abril
52796,Enero
45824,Abril
27271,Julio
51945,Diciembre
51104,Marzo
16551,Junio
26332,Agosto
24964,Noviembre
42229,Agosto
45220,Mayo
52663,Febrero
49565,Mayo
2029,Noviembre
44181,Junio
24619,Diciembre
70926,Marzo
37214,Mayo
26774,Enero
31944,Diciembre
85673,Junio
62637,Septiembre
94794,Agosto
50435,Marzo
42617,Diciembre
13524,Abril
31219,Junio
19971,Diciembre
47406,Junio
49225,Mayo
42691,Septiembre
9674,Enero
3875,Agosto
24182,Julio
38770,Mayo
74948,Enero
14689,Octubre
69321,Abril
31321,Abril
26638,Septiembre
37512,Octubre
9653,Noviembre
42637,Septiembre
19673,Mayo
14842,Enero
27883,Octubre
41115,Mayo
32085,Enero
43824,Mayo
41954,Noviembre
42611,Septiembre
54156,Diciembre
39225,Agosto
30204,Diciembre
40633,Junio
4595,Mayo
26182,Junio
42260,Julio
31442,Mayo
775,Septiembre
36971,Agosto
50183,Abril
7342,Noviembre
45267,Febrero
33641,Octubre
13618,Enero
9636,Diciembre
32128,Noviembre
36984,Octubre
48580,Enero
36843,Noviembre
18871,Octubre
69069,Junio
45713,Mayo
104193,Julio
64167,Octubre
124083,Julio
68528,Mayo
185987,Mayo
34595,Mayo
39851,Septiembre
45161,Agosto
84084,Agosto
84087,Julio
7453,Enero
15961,Agosto
6183,Marzo
8220,Marzo
35170,Marzo
20187,Mayo
38151,Agosto
20628,Septiembre
43003,Marzo
16250,Abril
10065,Abril
30863,Enero
49920,Enero
31065,Mayo
22033,Julio
37992,Enero
32850,Febrero
68883,Enero
43379,Febrero
9393,Julio
16972,Julio
21325,Octubre
13409,Abril
14287,Septiembre
24363,Abril
13073,Septiembre
35384,Abril
113178,Enero
8976,Abril
27360,Abril
29078,Enero
38717,Enero
13020,Abril
11679,Abril
25007,Abril
1495,Mayo
10066,Abril
1640,Enero
67445,Septiembre
11171,Mayo
14750,Febrero
43260,Abril
11799,Noviembre
53116,Enero
24444,Enero
83995,Marzo
42626,Septiembre
43881,Junio
46594,Abril
43344,Julio
26614,Noviembre
133750,Mayo
16902,Noviembre
41131,Marzo
31414,Febrero
40730,Julio
15318,Julio
13384,Noviembre
48993,Marzo
9463,Diciembre
13163,Enero
26810,Mayo
20625,Agosto
1566,Octubre
21997,Octubre
30624,Septiembre
44658,Febrero
48130,Enero
27233,Julio
41386,Mayo
24078,Enero
43271,Agosto
26541,Mayo
63066,Enero
37720,Mayo
18050,Diciembre
155325,Octubre
31819,Octubre
14672,Julio
11628,Septiembre
10913,Enero
11605,Mayo
16976,Julio
38643,Septiembre
10027,Febrero
2444,Abril
43429,Marzo
19413,Septiembre
11139,Septiembre
10837,Agosto
32610,Octubre
1279,Febrero
1895,Mayo
9981,Mayo
4379,Mayo
31200,Febrero
37215,Marzo
56946,Noviembre
11019,Mayo
28423,Diciembre
14694,Enero
20271,Diciembre
29872,Septiembre
85014,Julio
34856,Diciembre
46112,Febrero
27,Julio
16373,Febrero
25649,Enero
19398,Septiembre
100605,Enero
43506,Junio
953,Mayo
16605,Junio
42268,Septiembre
13064,Septiembre
14358,Mayo
26825,Septiembre
12700,Mayo
9291,Mayo
19316,Septiembre
34309,Octubre
921,Junio
9779,Junio
9787,Junio
16932,Diciembre
23825,Febrero
787,Junio
14199,Junio
10226,Junio
21295,Junio
20651,Junio
56321,Mayo
9528,Junio
12109,Septiembre
47945,Mayo
13935,Junio
20941,Noviembre
18289,Diciembre
43471,Agosto
65579,Mayo
3011,Julio
13589,Junio
11620,Noviembre
43354,Septiembre
272,Junio
5845,Marzo
15767,Diciembre
44524,Septiembre
15648,Junio
9709,Agosto
29080,Enero
10274,Junio
45881,Enero
25248,Septiembre
11451,Junio
25312,Agosto
11683,Junio
9722,Junio
2287,Enero
18497,Mayo
47924,Enero
43888,Junio
2994,Enero
76094,Marzo
1382,Junio
9534,Septiembre
33908,Septiembre
14653,Agosto
9976,Enero
276,Octubre
28000,Julio
38731,Mayo
25876,Diciembre
93775,Diciembre
25426,Septiembre
38046,Noviembre
24703,Abril
2151,Abril
42491,Enero
102841,Abril
42488,Enero
120747,Mayo
26323,Enero
12574,Abril
115565,Septiembre
22968,Abril
31901,Junio
50536,Octubre
15719,Noviembre
28455,Septiembre
15938,Septiembre
2095,Marzo
18503,Octubre
20914,Junio
22553,Octubre
26762,Octubre
34308,Mayo
43809,Febrero
11588,Enero
74,Junio
16659,Agosto
39464,Julio
28270,Diciembre
4889,Noviembre
1667,Enero
78293,Diciembre
100196,Septiembre
13014,Mayo
18257,Enero
7233,Julio
78344,Abril
73376,Diciembre
9009,Junio
1553,Febrero
9738,Junio
14278,Julio
55650,Diciembre
125360,Enero
9522,Julio
14922,Enero
77593,Diciembre
17599,Diciembre
28706,Enero
48232,Octubre
26654,Junio
1826,Junio
54858,Diciembre
43100,Octubre
36484,Enero
21886,Octubre
84079,Julio
43367,Agosto
21115,Agosto
36401,Septiembre
38530,Septiembre
38516,Abril
14646,Noviembre
10476,Julio
11309,Septiembre
34012,Septiembre
21366,Febrero
31063,Enero
33693,Septiembre
1635,Julio
13341,Julio
1696,Julio
1665,Mayo
9775,Septiembre
11459,Julio
10048,Julio
11648,Julio
15258,Enero
123049,Octubre
42719,Agosto
41776,Febrero
72899,Diciembre
57866,Julio
10542,Agosto
12497,Octubre
5237,Agosto
32242,Julio
37632,Diciembre
16320,Agosto
19112,Mayo
37640,Septiembre
193661,Junio
12259,Agosto
308,Mayo
25074,Junio
26935,Enero
5319,Junio
27449,Julio
85783,Diciembre
39946,Abril
54139,Abril
26579,Septiembre
40254,Mayo
18882,Abril
42689,Noviembre
6519,Agosto
13919,Junio
25956,Enero
1444,Agosto
11453,Agosto
9913,Julio
8292,Agosto
13922,Agosto
24461,Septiembre
14166,Enero
501,Agosto
31542,Septiembre
28201,Junio
18165,Mayo
27292,Junio
57103,Octubre
37204,Julio
41279,Febrero
32051,Junio
37284,Octubre
37254,Diciembre
18976,Enero
42741,Septiembre
17110,Marzo
25975,Agosto
17824,Mayo
11328,Diciembre
108348,Noviembre
15907,Abril
68850,Agosto
46825,Noviembre
22965,Agosto
11848,Diciembre
34921,Enero
37270,Mayo
27217,Septiembre
25199,Abril
53857,Febrero
306323,Septiembre
52660,Enero
85420,Noviembre
43313,Enero
12147,Agosto
31977,Febrero
6957,Agosto
1917,Diciembre
79684,Mayo
16764,Noviembre
11460,Agosto
33459,Abril
14674,Septiembre
14134,Abril
19404,Octubre
42034,Octubre
35304,Marzo
94529,Diciembre
445,Mayo
74840,Septiembre
9564,Febrero
102081,Mayo
21290,Octubre
20874,Diciembre
37185,Noviembre
17186,Agosto
14175,Marzo
4442,Agosto
59882,Mayo
22741,Marzo
44413,Mayo
65513,Octubre
13169,Abril
9042,Agosto
17926,Agosto
15022,Agosto
1985,Agosto
9335,Agosto
56214,Octubre
9007,Septiembre
9777,Septiembre
1830,Septiembre
7182,Septiembre
10092,Septiembre
340,Septiembre
1546,Enero
23703,Enero
47488,Enero
15155,Mayo
78734,Abril
51277,Agosto
61675,Septiembre
59704,Junio
65215,Julio
36832,Noviembre
17386,Septiembre
16374,Febrero
14759,Enero
121043,Abril
10753,Agosto
27053,Junio
30230,Mayo
11636,Septiembre
44407,Septiembre
43529,Septiembre
22575,Diciembre
14286,Enero
61044,Diciembre
1676,Diciembre
27645,Noviembre
34181,Diciembre
26259,Abril
77744,Diciembre
8814,Octubre
9923,Septiembre
7553,Octubre
8202,Noviembre
3118,Agosto
2125,Mayo
1947,Septiembre
9074,Septiembre
16133,Septiembre
10319,Mayo
28001,Noviembre
49220,Agosto
17584,Enero
42168,Diciembre
29656,Agosto
8643,Septiembre
9315,Septiembre
3933,Septiembre
8923,Septiembre
59,Septiembre
257,Septiembre
15487,Septiembre
398,Septiembre
18651,Marzo
30941,Junio
10254,Agosto
647,Julio
349,Marzo
14544,Septiembre
20668,Septiembre
11968,Septiembre
27176,Septiembre
14517,Enero
88286,Abril
33623,Diciembre
31227,Enero
120515,Enero
36909,Enero
56518,Diciembre
17209,Julio
10087,Abril
11627,Marzo
34870,Enero
533,Septiembre
10703,Julio
5236,Septiembre
32237,Agosto
11344,Marzo
9060,Agosto
31056,Enero
43807,Julio
14788,Septiembre
5471,Septiembre
19082,Julio
46315,Octubre
45799,Mayo
36498,Agosto
9763,Junio
30082,Diciembre
56475,Septiembre
24019,Diciembre
15058,Enero
10017,Noviembre
10475,Abril
1559,Junio
20674,Mayo
3527,Mayo
27974,Junio
11931,Octubre
32990,Septiembre
17010,Enero
27759,Mayo
21838,Marzo
12612,Mayo
26513,Mayo
43110,Abril
10707,Octubre
9910,Octubre
38583,Septiembre
77468,Octubre
15493,Agosto
53864,Noviembre
142,Septiembre
56778,Enero
9621,Octubre
9701,Febrero
45899,Abril
3291,Septiembre
34662,Diciembre
12920,Septiembre
56798,Mayo
20853,Noviembre
16608,Octubre
25517,Octubre
16430,Enero
24408,Enero
791,Octubre
19965,Octubre
38828,Enero
33241,Marzo
53935,Octubre
2610,Octubre
21246,Octubre
9729,Octubre
15276,Mayo
191599,Octubre
8066,Septiembre
18428,Enero
1656,Octubre
182097,Junio
41566,Enero
6963,Octubre
215,Octubre
2313,Septiembre
45967,Junio
37124,Julio
16729,Marzo
178469,Diciembre
31718,Agosto
226594,Septiembre
10915,Diciembre
5335,Septiembre
9993,Julio
8274,Octubre
25918,Abril
29111,Agosto
20128,Mayo
26845,Abril
18994,Abril
12617,Octubre
10799,Abril
42000,Agosto
36102,Septiembre
3554,Octubre
14897,Marzo
1951,Mayo
68013,Octubre
16022,Enero
23196,Septiembre
25763,Septiembre
35580,Diciembre
259,Enero
34207,Octubre
32117,Marzo
19354,Septiembre
28170,Diciembre
10851,Septiembre
16231,Agosto
81220,Noviembre
25,Noviembre
105299,Septiembre
15083,Julio
9982,Noviembre
13994,Septiembre
