id,title,release_year,vote_average,vote_count
12721,"No Retreat, No Surrender",1986,5.6,93.0
27042,The ChubbChubbs!,2002,6.6,20.0
37232,Travellers and Magicians,2003,6.8,9.0
19765,Želary,2003,7.3,12.0
125109,Dragonworld,1994,5.9,5.0
37527,Dr. Giggles,1992,5.1,34.0
43492,The Corn Is Green,1945,7.3,9.0
29578,The Seven-Per-Cent Solution,1976,7.1,23.0
2926,The Three Musketeers,1973,6.8,71.0
54302,Royal Flash,1975,6.0,13.0
4710,Masculin Féminin,1966,7.6,66.0
26243,Fallen Angel,1945,5.8,23.0
10568,The Four Feathers,1939,7.3,22.0
52943,The Phone Box,1972,6.7,23.0
25103,Night of the Demon,1957,6.9,55.0
5204,Control,2003,7.4,78.0
89065,Beautiful City,2005,7.7,12.0
4974,Five Times Two,2004,6.0,34.0
30331,Tart,2001,5.1,16.0
258,Bed and Board,1970,7.2,39.0
8016,Germany Year Zero,1948,7.5,53.0
37601,Tombs of the Blind Dead,1972,5.6,32.0
4235,The Sicilian Clan,1969,7.1,38.0
31532,Love Me Tonight,1932,5.5,16.0
34614,A Hole in My Heart,2004,4.5,22.0
51177,Bigger Than the Sky,2005,4.7,6.0
16186,Diary of a Mad Black Woman,2005,6.4,71.0
10012,Cursed,2005,5.1,168.0
65967,Up and Down,2004,8.2,5.0
281189,Gory Gory Hallelujah,2003,1.0,1.0
10022,The Pacifier,2005,5.8,865.0
4551,Be Cool,2005,5.4,296.0
30856,Gunner Palace,2004,5.9,7.0
26,Walk on Water,2004,6.5,20.0
2026,Hostage,2005,6.2,519.0
9928,Robots,2005,6.0,1383.0
29735,The Laughing Policeman,1973,5.8,10.0
76264,Bopha!,1993,0.0,0.0
15771,Class Action,1991,6.4,37.0
76804,The Cat and the Canary,1927,7.0,12.0
43912,Courage Mountain,1990,7.1,3.0
82432,Kiss The Bride,2002,5.4,4.0
3115,Godzilla vs. The Sea Monster,1966,5.7,18.0
6593,Godzilla vs. Mechagodzilla II,1993,6.7,26.0
116698,That Championship Season,1982,4.3,3.0
63115,Crush,1992,5.5,2.0
76403,DNA,1997,3.5,11.0
87169,The Low Life,1995,6.0,3.0
34093,Rendez-vous,1985,4.5,16.0
38148,"Oh, God! You Devil",1984,5.5,15.0
77041,Amongst Friends,1993,4.3,3.0
167087,Asfalto,2000,6.0,1.0
34196,God Is Brazilian,2003,5.5,26.0
54380,Captains of April,2000,6.5,18.0
15443,Blackball,2003,5.6,14.0
36815,The Agony and the Ecstasy,1965,6.8,33.0
111017,Return to Peyton Place,1961,7.2,5.0
37598,Butch and Sundance: The Early Days,1979,4.6,8.0
40957,It Happened to Jane,1959,6.6,10.0
33539,Once Upon a Forest,1993,6.2,24.0
41749,Hello Down There,1969,5.3,4.0
88930,All in a Night's Work,1961,5.5,2.0
31835,Twentieth Century,1934,6.4,23.0
60966,My Sister Eileen,1955,7.3,3.0
85926,Strangers When We Meet,1960,3.8,5.0
1918,Or (My Treasure),2004,6.0,7.0
20511,Chronicles,2004,7.0,12.0
133382,Lackawanna Blues,2005,6.0,8.0
22377,The Green Berets,1968,5.8,34.0
1093,Elevator to the Gallows,1958,7.6,85.0
45212,The Diary of a Chambermaid,1946,5.9,7.0
12622,Violent Cop,1989,7.1,50.0
25283,Four Shades of Brown,2004,5.8,10.0
18047,Brian's Song,1971,7.1,26.0
15018,Thriller: A Cruel Picture,1973,6.5,53.0
438,Cube Zero,2004,5.7,274.0
24546,Into the Sun,2005,4.2,38.0
57953,Project Grizzly,1997,5.6,6.0
64022,Lumikuningatar,1986,7.0,3.0
42222,Julia,1977,6.3,30.0
11297,Save the Green Planet!,2003,6.8,62.0
11196,Stealing Rembrandt,2003,5.6,12.0
33431,A Snake of June,2002,6.7,29.0
18770,Thirty Seconds Over Tokyo,1944,6.5,8.0
37988,Vares: Private Eye,2004,6.2,16.0
40916,Girl Crazy,1943,7.5,4.0
42837,The 3 Penny Opera,1931,7.4,14.0
1589,The Boys from County Clare,2003,6.5,3.0
13374,Ice Princess,2005,5.9,189.0
9688,Melinda and Melinda,2004,6.3,128.0
228890,Milk and Honey,2003,0.0,0.0
10040,Miss Congeniality 2: Armed and Fabulous,2005,5.3,433.0
11638,Guess Who,2005,5.5,230.0
540,D.E.B.S.,2004,5.6,91.0
77120,A League of Ordinary Gentlemen,2004,0.0,0.0
48463,Incident at Loch Ness,2004,5.8,18.0
45218,The River,1951,6.5,15.0
44540,Virginia's Run,2002,6.5,2.0
21666,Yanks,1979,5.7,15.0
23916,Paradise Alley,1978,5.5,28.0
52277,The Seagull's Laughter,2001,6.4,7.0
32208,Wild Horses,1995,6.1,5.0
44634,Woman Thou Art Loosed,2004,5.0,3.0
84298,Arrowsmith,1931,6.0,4.0
76499,Barbary Coast,1935,4.8,4.0
43865,Stella Dallas,1937,6.7,16.0
48598,Free Radicals,2003,5.0,1.0
72847,The Unfaithful,1947,5.8,3.0
93313,Come and Get It,1936,5.4,5.0
32078,Panic in the Streets,1950,7.1,24.0
26038,Call Northside 777,1948,6.8,25.0
45694,Young Törless,1966,5.7,15.0
43029,Bells Are Ringing,1960,5.6,14.0
42622,Finian's Rainbow,1968,5.3,13.0
27495,The Toolbox Murders,1978,5.4,24.0
19884,The Sword of Doom,1966,7.6,49.0
47007,Deep Crimson,1996,6.3,9.0
37748,800 Bullets,2002,6.0,19.0
52302,Matango: Attack of the Mushroom People,1963,6.1,17.0
24922,Ebola Syndrome,1996,6.5,28.0
39327,The Music of Chance,1993,5.6,5.0
55563,Tammy and the T-Rex,1994,4.5,7.0
86458,Mixed Blood,1984,5.9,4.0
22434,If Looks Could Kill,1991,5.6,36.0
12778,Greedy,1994,5.9,58.0
42106,Carmen,1983,5.5,15.0
16198,My Neighbors the Yamadas,1999,7.0,74.0
15283,Pom Poko,1994,7.2,177.0
158,Knockin' on Heaven's Door,1997,7.6,135.0
1772,City of Hope,1991,5.3,4.0
5996,We're No Angels,1955,6.9,31.0
53939,Sons and Lovers,1960,6.8,3.0
19665,The Arrow,1997,4.7,3.0
36006,Ruggles of Red Gap,1935,5.1,9.0
73604,Greetings,1968,5.2,13.0
16301,End of the Century: The Story of The Ramones,2003,7.9,12.0
47002,Love Letter,1995,7.9,34.0
14573,Natural City,2003,5.2,32.0
18774,This Sporting Life,1963,6.8,30.0
44154,A Touch of Zen,1971,7.7,32.0
28448,Walker,1987,6.4,16.0
38155,Zu: Warriors from the Magic Mountain,1983,6.6,14.0
34282,Whistle Down the Wind,1961,6.6,17.0
27030,The Earrings of Madame de...,1953,7.8,38.0
120129,No One Writes to the Colonel,1999,3.6,4.0
22595,Speedy,1928,7.8,17.0
42994,Memories,1995,7.2,60.0
19545,Invasion of Astro-Monster,1965,6.2,25.0
21131,Harvie Krumpet,2003,7.0,50.0
47237,Intimate Affairs,2002,4.9,10.0
17592,The Wild Parrots of Telegraph Hill,2003,7.3,8.0
17113,The Ballad of Jack and Rose,2005,6.5,43.0
187,Sin City,2005,7.2,2755.0
14177,Beauty Shop,2005,5.4,118.0
11399,Look at Me,2004,6.4,23.0
23638,Dust to Glory,2005,5.4,5.0
7364,Sahara,2005,5.7,440.0
11431,Fever Pitch,2005,5.9,186.0
52796,Winter Solstice,2004,5.3,3.0
45824,Smile,2005,6.0,2.0
27271,Eye of the Tiger,1986,5.1,8.0
51945,Not on the Lips,2003,5.9,7.0
51104,"Krakatoa, East of Java",1969,4.8,6.0
16551,Rhinestone,1984,4.9,33.0
26332,Electra Glide in Blue,1973,6.6,22.0
24964,Bring on the Night,1985,7.8,4.0
42229,A Special Day,1977,7.7,79.0
45220,This Land Is Mine,1943,6.6,11.0
52663,The Foul King,2000,6.3,18.0
49565,The Man Who Planted Trees,1987,8.2,35.0
2029,Tanguy,2001,5.8,70.0
44181,National Lampoon's Gold Diggers,2003,3.1,7.0
24619,Blind Horizon,2003,5.9,27.0
70926,Islands in the Stream,1977,6.5,3.0
37214,Go for Broke!,1951,5.2,5.0
26774,The Blood on Satan's Claw,1971,6.9,26.0
31944,"Reuben, Reuben",1983,7.0,5.0
85673,TNT Jackson,1974,5.9,9.0
62637,Why Has Bodhi-Dharma Left for the East?,1989,6.8,6.0
94794,Blue,1993,7.5,17.0
50435,Bilitis,1977,6.0,17.0
42617,Burn!,1969,6.5,21.0
13524,Battle of the Bulge,1965,6.4,56.0
31219,Ghosts... of the Civil Dead,1989,6.2,9.0
19971,The Little Girl Who Lives Down the Lane,1976,7.0,88.0
47406,Arabian Nights,1974,6.0,36.0
49225,Age of Consent,1969,6.0,14.0
42691,Oedipus Rex,1967,6.5,43.0
9674,Ringu 0,2000,5.8,49.0
3875,Brothers,2004,6.5,30.0
24182,"Dearest Relatives, Poisonous Relations",1992,6.8,24.0
38770,Major Barbara,1941,6.8,4.0
74948,Steppenwolf,1974,4.7,6.0
14689,Hawaii,1966,5.8,13.0
69321,Pretty Maids All in a Row,1971,6.8,10.0
31321,Loners,2000,7.9,12.0
26638,Red Desert,1964,7.4,74.0
37512,Satan's Brew,1976,6.9,7.0
9653,Mädchen in Uniform,1931,6.8,10.0
42637,Diary of a Lost Girl,1929,7.4,20.0
19673,Sexmission,1984,7.4,49.0
14842,44 Minutes: The North Hollywood Shoot-Out,2003,6.4,17.0
27883,Macbeth,1948,6.7,21.0
41115,Garage Olimpo,1999,6.5,14.0
32085,Vincent,1982,7.9,217.0
43824,Waterloo Bridge,1940,8.0,28.0
41954,Hôtel Terminus: The Life and Times of Klaus Barbie,1988,6.5,8.0
42611,The Sorrow and the Pity,1969,7.3,9.0
54156,First Desires,1983,4.5,7.0
39225,With Six You Get Eggroll,1968,6.3,10.0
30204,"Move Over, Darling",1963,5.9,20.0
40633,Love Me or Leave Me,1955,6.9,15.0
4595,Jour de Fête,1949,7.2,37.0
26182,The Big Store,1941,5.9,20.0
42260,Mother Küsters Goes to Heaven,1975,8.2,5.0
31442,Ivan's Childhood,1962,7.7,109.0
775,A Trip to the Moon,1902,7.9,314.0
36971,Whisky,2004,5.5,14.0
50183,The Ascent,1977,8.0,28.0
7342,Carrie,2002,5.4,86.0
45267,Boccaccio '70,1962,6.9,17.0
33641,Frankenfish,2004,4.7,25.0
13618,Who's Your Daddy?,2004,4.6,24.0
9636,Control,2004,6.0,41.0
32128,Category 6: Day of Destruction,2004,5.2,13.0
36984,Trespassing,2004,4.3,6.0
48580,A Self-Made Hero,1996,6.1,13.0
36843,Life Is Sweet,1990,6.9,46.0
18871,Ride the Pink Horse,1947,6.8,12.0
69069,The Chant of Jimmie Blacksmith,1978,6.7,10.0
45713,Double Suicide,1969,6.5,14.0
104193,Boy,1969,7.0,8.0
64167,Let Him Have It,1991,6.5,15.0
124083,Guelwaar,1993,5.0,1.0
68528,Dr. Akagi,1998,7.2,6.0
185987,Black Rain,1989,7.1,20.0
34595,Alexandra's Project,2003,5.8,24.0
39851,Clean,2004,6.7,17.0
45161,The Delicate Art of Parking,2003,7.0,2.0
84084,Wilson,1944,5.5,2.0
84087,Blossoms in the Dust,1941,6.5,11.0
7453,The Hitchhiker's Guide to the Galaxy,2005,6.6,1340.0
15961,King's Game,2004,6.9,15.0
6183,Barefoot,2005,6.7,59.0
8220,Dark Habits,1983,7.4,20.0
35170,Snake and Crane Arts of Shaolin,1978,6.8,16.0
20187,The Eiger Sanction,1975,6.2,91.0
38151,It Started in Naples,1960,5.9,11.0
20628,Skin Game,1971,6.5,10.0
43003,F for Fake,1973,7.2,77.0
16250,Love Comes Softly,2003,6.2,25.0
10065,The Amityville Horror,2005,6.0,606.0
30863,Mutant Aliens,2002,7.8,4.0
49920,Acts of Worship,2001,6.3,4.0
31065,Ike: Countdown to D-Day,2004,5.7,10.0
22033,Cry of the Banshee,1970,5.5,12.0
37992,Phantom Lady,1944,6.4,24.0
32850,Act of Violence,1949,6.2,19.0
68883,Rouge,1987,6.8,14.0
43379,Miracle in Milan,1951,7.0,26.0
9393,Before the Fall,2004,7.3,74.0
16972,The Frisco Kid,1979,6.0,38.0
21325,Onmyoji: The Yin Yang Master,2001,7.3,3.0
13409,State Property 2,2005,5.5,3.0
14287,The Year of the Yao,2004,5.5,2.0
24363,House of D,2005,6.2,24.0
13073,Palindromes,2004,6.5,48.0
35384,Down and Derby,2005,4.1,5.0
113178,A Wake in Providence,1999,0.0,0.0
8976,A Lot Like Love,2005,6.5,329.0
27360,King's Ransom,2005,5.1,14.0
29078,The Game of Their Lives,2005,5.8,16.0
38717,Madison,2001,5.3,3.0
13020,Enron: The Smartest Guys in the Room,2005,7.2,75.0
11679,xXx: State of the Union,2005,4.7,565.0
25007,Death of a Dynasty,2005,4.0,2.0
1495,Kingdom of Heaven,2005,6.6,1187.0
10066,House of Wax,2005,5.5,696.0
1640,Crash,2004,7.2,1172.0
67445,Jiminy Glick in Lalawood,2004,3.3,3.0
11171,Mysterious Skin,2004,7.4,266.0
14750,Mischief,1985,6.2,28.0
43260,Jubal,1956,6.8,17.0
11799,Viva Maria!,1965,5.8,15.0
53116,Between Your Legs,1999,5.8,9.0
24444,Zatôichi Meets the One-Armed Swordsman,1971,6.3,12.0
83995,The Angry Silence,1960,7.4,7.0
42626,Isadora,1968,6.2,10.0
43881,San Francisco,1936,7.0,13.0
46594,Earth,1930,7.1,28.0
43344,Él,1953,7.8,18.0
26614,La Chienne,1931,7.1,19.0
133750,Eréndira,1983,6.0,2.0
16902,The Private Lives of Elizabeth and Essex,1939,7.0,12.0
41131,The Search,1948,7.2,15.0
31414,Satantango,1994,8.1,56.0
40730,On Borrowed Time,1939,8.2,6.0
15318,The Taste of Tea,2004,7.0,32.0
13384,Kes,1969,7.6,95.0
48993,The Human Comedy,1943,6.5,4.0
9463,Vampire Hunter D,1985,6.6,69.0
13163,Buying the Cow,2002,5.6,27.0
26810,A Common Thread,2004,5.6,7.0
20625,The Cocoanuts,1929,7.1,21.0
1566,The Bridge,1959,7.6,34.0
21997,In the Time of the Butterflies,2001,6.6,14.0
30624,Road House,1948,6.2,7.0
44658,Dark Eyes,1987,6.5,20.0
48130,Edges of the Lord,2001,7.2,15.0
27233,Kids Return,1996,7.0,35.0
41386,The Fearless Freaks,2005,7.1,8.0
24078,Off the Map,2003,5.7,9.0
43271,Unconscious,2004,6.5,13.0
26541,The Tesseract,2003,3.8,5.0
63066,25 Watts,2001,5.7,8.0
37720,The Hiding Place,1975,6.1,5.0
18050,The Keys of the Kingdom,1944,6.8,9.0
155325,300 Miles to Heaven,1989,4.5,2.0
31819,The Adventurer,1917,7.0,25.0
14672,Crackerjack,2002,7.3,3.0
11628,Solino,2002,7.0,12.0
10913,Dear Wendy,2005,5.6,33.0
11605,The List of Adrian Messenger,1963,6.6,14.0
16976,9 Souls,2003,6.8,14.0
38643,Los Angeles Plays Itself,2003,7.1,15.0
10027,Unleashed,2005,6.6,531.0
2444,The Red Squirrel,1993,6.5,15.0
43429,Martin (Hache),1997,7.3,23.0
19413,"Ugly, Dirty and Bad",1976,7.2,45.0
11139,Leolo,1992,7.2,34.0
10837,DuckTales: The Movie - Treasure of the Lost Lamp,1990,6.7,201.0
32610,Babes in Arms,1939,6.5,14.0
1279,Samaritan Girl,2004,6.9,54.0
1895,Star Wars: Episode III - Revenge of the Sith,2005,7.1,4200.0
9981,Kicking & Screaming,2005,5.6,179.0
4379,Monster-in-Law,2005,5.6,413.0
31200,Agatha,1979,6.8,10.0
37215,Death Takes a Holiday,1934,5.8,6.0
56946,Vodka Lemon,2003,8.0,4.0
11019,Deep Blue,2003,5.6,17.0
28423,The Invisible Woman,1940,6.0,5.0
14694,The Snow Walker,2003,6.3,34.0
20271,Divorce Italian Style,1961,7.9,53.0
29872,Carefree,1938,6.7,7.0
85014,Shaolin Drunkard,1983,6.0,3.0
34856,China Strike Force,2000,5.3,8.0
46112,Dawg,2002,4.5,12.0
27,9 Songs,2004,5.1,103.0
16373,The Uninvited,1944,7.0,51.0
25649,Bad Guy,2002,7.0,48.0
19398,Simon,2004,7.8,8.0
100605,December 7th,1943,5.8,3.0
43506,Bataan,1943,6.2,11.0
953,Madagascar,2005,6.6,3322.0
16605,Somersault,2004,6.2,22.0
42268,11 Harrowhouse,1974,6.8,4.0
13064,Airborne,1993,6.1,20.0
14358,Mad Hot Ballroom,2005,7.2,8.0
26825,Tell Them Who You Are,2004,5.3,3.0
12700,Dominion: Prequel to the Exorcist,2005,4.8,77.0
9291,The Longest Yard,2005,6.2,804.0
19316,Saving Face,2004,6.8,33.0
34309,Most Wanted,1997,5.8,27.0
921,Cinderella Man,2005,7.3,630.0
9779,The Sisterhood of the Traveling Pants,2005,6.3,396.0
9787,Lords of Dogtown,2005,7.0,215.0
16932,After You,2003,6.9,14.0
23825,Rock School,2005,6.4,5.0
787,Mr. & Mrs. Smith,2005,6.5,3048.0
14199,The Adventures of Sharkboy and Lavagirl,2005,4.4,278.0
10226,High Tension,2003,6.6,279.0
21295,The Honeymooners,2005,4.1,21.0
20651,Parineeta,2005,6.6,11.0
56321,Toto the Hero,1991,6.9,24.0
9528,Ladies in Lavender,2004,6.5,36.0
12109,It's All Gone Pete Tong,2004,7.1,53.0
47945,Daybreak,1993,3.9,6.0
13935,When Trumpets Fade,1998,6.2,25.0
20941,Innocent Voices,2004,7.6,33.0
18289,Godzilla vs. Biollante,1989,6.5,25.0
43471,Anna and the King of Siam,1946,5.8,11.0
65579,Dirty Filthy Love,2005,5.7,3.0
3011,Good Neighbor Sam,1964,5.0,6.0
13589,Eddie Izzard: Dress to Kill,1999,8.1,17.0
11620,Quo Vadis,1951,7.0,64.0
43354,The Captain's Paradise,1953,5.9,5.0
272,Batman Begins,2005,7.5,7511.0
5845,Aragami,2003,6.6,17.0
15767,Godzilla: Final Wars,2004,6.4,41.0
44524,Kings and Queen,2004,7.6,20.0
15648,The Perfect Man,2005,5.5,207.0
9709,My Summer of Love,2004,6.0,59.0
29080,Heights,2005,6.7,10.0
10274,The Deal,2005,5.3,4.0
45881,The Bridge of San Luis Rey,2004,5.4,15.0
25248,Saint Ralph,2004,7.3,24.0
11451,Herbie Fully Loaded,2005,5.1,559.0
25312,Yes,2005,6.0,8.0
11683,Land of the Dead,2005,6.0,395.0
9722,Bewitched,2005,4.8,463.0
2287,Rize,2005,5.9,13.0
18497,Exiles,2004,6.4,10.0
47924,Home Movie,2001,6.0,1.0
43888,Becky Sharp,1935,3.0,2.0
2994,Danger: Diabolik,1968,6.1,23.0
76094,The Trail of the Lonesome Pine,1936,5.3,10.0
1382,Me and You and Everyone We Know,2005,7.0,108.0
9534,Ferpect Crime,2004,6.7,66.0
33908,Three… Extremes,2004,6.7,81.0
14653,Happily Ever After,2004,5.9,18.0
9976,Satan's Little Helper,2004,5.0,42.0
276,The Edukators,2004,7.2,83.0
28000,Somebody Up There Likes Me,1956,6.8,30.0
38731,An Unmarried Woman,1978,6.1,17.0
25876,The Racket,1951,5.9,9.0
93775,The Member of the Wedding,1952,5.7,8.0
25426,Coronado,2003,3.8,5.0
38046,Retrograde,2004,2.9,12.0
24703,Trekkies 2,2004,6.8,9.0
2151,Man with the Screaming Brain,2005,5.3,32.0
42491,Ulzana's Raid,1972,6.3,22.0
102841,Rabbit Test,1978,3.7,3.0
42488,The New Land,1972,6.9,21.0
120747,The Adventures of Mark Twain,1944,5.0,2.0
26323,Bordertown,1935,4.8,8.0
12574,Cop and ½,1993,4.3,36.0
115565,Equinox,1992,5.6,4.0
22968,Father's Little Dividend,1951,6.4,13.0
31901,For Pete's Sake,1974,5.1,9.0
50536,Twenty Bucks,1993,5.9,21.0
15719,Do Not Disturb,1999,5.0,9.0
28455,Deceived,1991,5.4,26.0
15938,Room Service,1938,6.4,15.0
2095,Desert Saints,2002,5.2,13.0
18503,Caterina in the Big City,2003,6.5,55.0
20914,My Friends,1975,7.9,112.0
22553,At the Circus,1939,6.5,22.0
26762,The Outfit,1973,6.0,12.0
34308,Modigliani,2004,7.3,42.0
43809,Broadway Melody of 1940,1940,6.0,7.0
11588,The I Inside,2004,5.8,64.0
74,War of the Worlds,2005,6.2,2397.0
16659,My Brilliant Career,1979,5.4,12.0
39464,Godzilla vs. Hedorah,1971,6.3,26.0
28270,Gambit,1966,6.8,26.0
4889,Billion Dollar Brain,1967,5.3,24.0
1667,March of the Penguins,2005,6.9,371.0
78293,Right Now,2004,5.6,5.0
100196,Julian Po,1997,6.1,6.0
13014,The God Who Wasn't There,2005,6.2,38.0
18257,Black Belt Jones,1974,6.2,19.0
7233,Rebound,2005,5.2,96.0
78344,Bonjour Monsieur Shlomi,2003,7.0,4.0
73376,The Inner Circle,1991,4.9,7.0
9009,Dark Water,2005,5.3,275.0
1553,The Beat That My Heart Skipped,2005,6.8,114.0
9738,Fantastic Four,2005,5.5,3040.0
14278,Murderball,2005,6.9,23.0
55650,Saraband,2003,6.3,16.0
125360,Julie Johnson,2001,7.5,4.0
9522,Wedding Crashers,2005,6.4,1406.0
14922,Happy Endings,2005,5.6,36.0
77593,C.H.O.M.P.S.,1979,3.5,3.0
17599,The Hindenburg,1975,6.2,31.0
28706,Staying Together,1989,7.0,2.0
48232,Twin Sitters,1994,6.2,27.0
26654,Conflict,1945,5.6,14.0
1826,Russian Dolls,2005,6.8,156.0
54858,The Crippled Masters,1979,4.8,8.0
43100,General Della Rovere,1959,7.3,16.0
36484,Rick,2003,5.9,4.0
21886,No Blade of Grass,1970,6.7,6.0
84079,A Time to Love and a Time to Die,1958,7.4,19.0
43367,The Big Sky,1952,5.6,10.0
21115,Fighter In The Wind,2004,6.7,25.0
36401,Pornography,2003,6.5,6.0
38530,Symmetry,2003,6.2,7.0
38516,Karol: A Man Who Became Pope,2005,6.9,9.0
14646,Family Resemblances,1996,7.2,36.0
10476,Hustle & Flow,2005,6.9,101.0
11309,Hardware,1990,5.6,88.0
34012,The Appaloosa,1966,6.0,14.0
21366,Journey Into Fear,1943,6.0,17.0
31063,The Calcium Kid,2004,5.4,20.0
33693,Funny Ha Ha,2002,6.3,8.0
1635,The Island,2005,6.5,1813.0
13341,Bad News Bears,2005,5.7,73.0
1696,The Devil's Rejects,2005,6.6,329.0
1665,Last Days,2005,5.3,95.0
9775,November,2003,6.8,11.0
11459,Sky High,2005,5.8,568.0
10048,Stealth,2005,4.9,341.0
11648,Must Love Dogs,2005,5.8,142.0
15258,The Aristocrats,2005,6.0,47.0
123049,Twice in a Lifetime,1985,6.0,6.0
42719,Georgy Girl,1966,6.8,12.0
41776,This Is My Life,1992,6.3,5.0
72899,The Music Lovers,1970,6.5,12.0
57866,Kiss and Make-Up,1934,5.2,6.0
10542,Killer Condom,1996,5.7,23.0
12497,A Touch of Spice,2003,7.2,24.0
5237,Dust Devil,1992,6.7,34.0
32242,Phone,2002,6.3,36.0
37632,The Order,2001,4.3,62.0
16320,Serenity,2005,7.4,1287.0
19112,The End of Suburbia: Oil Depletion and the Collapse of the American Dream,2004,7.3,9.0
37640,Let's Get Lost,1988,7.6,10.0
193661,The Talent Given Us,2004,5.5,2.0
12259,Sholay,1975,6.9,58.0
308,Broken Flowers,2005,6.8,359.0
25074,Mr. Canton and Lady Rose,1989,6.9,34.0
26935,Christmas in August,1998,7.4,19.0
5319,Hum Dil De Chuke Sanam,1999,6.5,24.0
27449,Baby Face,1933,6.9,30.0
85783,The Star,1952,7.2,13.0
39946,The Browning Version,1951,7.3,22.0
54139,Fourteen Hours,1951,6.9,6.0
26579,The Heart is Deceitful Above All Things,2004,5.7,38.0
40254,Whispering Corridors,1998,5.8,26.0
18882,Man-Thing,2005,4.0,38.0
42689,Berserk,1967,5.6,10.0
6519,The Dukes of Hazzard,2005,5.1,321.0
13919,The Chumscrubber,2005,6.7,62.0
25956,Secuestro Express,2005,5.8,7.0
1444,Junebug,2005,6.5,66.0
11453,Deuce Bigalow: European Gigolo,2005,4.6,232.0
9913,The Skeleton Key,2005,6.4,588.0
8292,Four Brothers,2005,6.7,617.0
13922,The Great Raid,2005,6.8,91.0
24461,Asylum,2005,6.5,26.0
14166,Pretty Persuasion,2005,5.9,44.0
501,Grizzly Man,2005,7.3,213.0
31542,The Tree of Wooden Clogs,1978,7.1,30.0
28201,The Girl in the Café,2005,6.6,32.0
18165,The 24th Day,2004,7.0,25.0
27292,Prime Cut,1972,6.1,26.0
57103,The Best of Everything,1959,7.2,7.0
37204,Summer Magic,1963,6.4,15.0
41279,The Three Stooges Meet Hercules,1962,7.0,3.0
32051,Race with the Devil,1975,6.9,34.0
37284,Acacia,2003,5.4,22.0
37254,Mermaid Chronicles Part 1: She Creature,2001,5.8,26.0
18976,Attila,2001,6.5,61.0
42741,Un Flic,1972,7.1,29.0
17110,One Point O,2004,5.8,33.0
25975,My Date with Drew,2005,6.3,16.0
17824,Private Resort,1985,5.5,54.0
11328,Pusher II: With Blood on My Hands,2004,7.2,86.0
108348,A Woman Rebels,1936,4.5,3.0
15907,Duma,2005,7.0,42.0
68850,Bitter Victory,1957,6.5,7.0
46825,Lila Says,2004,7.1,15.0
22965,Doomed to Die,1940,6.4,5.0
11848,Animal Farm,1954,6.8,83.0
34921,Winter Soldier,1972,7.4,5.0
37270,The Third Wheel,2002,5.4,24.0
27217,The Sea,2002,6.5,4.0
25199,Teen Witch,1989,5.6,44.0
53857,The Last of Mrs. Cheyney,1937,7.0,2.0
306323,Homesick,2005,5.5,3.0
52660,Cast a Deadly Spell,1991,6.4,16.0
85420,Movie Movie,1978,4.5,4.0
43313,The Teahouse of the August Moon,1956,6.1,8.0
12147,Do Fish Do It?,2002,4.5,3.0
31977,Black,2005,7.7,40.0
6957,The 40 Year Old Virgin,2005,6.2,2020.0
1917,Who Killed Bambi?,2003,6.0,10.0
79684,Contraband,1940,8.5,2.0
16764,The Toolbox Murders,2004,5.2,37.0
11460,Red Eye,2005,6.2,471.0
33459,Lightning Bug,2004,6.1,6.0
14674,Man of the West,1958,6.1,27.0
14134,Main Hoon Na,2004,7.1,60.0
19404,Dilwale Dulhania Le Jayenge,1995,9.1,661.0
42034,Dreamchild,1985,7.1,9.0
35304,Miss Sweden,2004,5.5,8.0
94529,My Cousin Rachel,1952,5.4,4.0
445,Caché,2005,7.0,228.0
74840,Nobody Will Speak of Us When We're Dead,1995,7.4,8.0
9564,Asterix & Obelix Take on Caesar,1999,5.9,409.0
102081,The Key,1958,6.4,8.0
21290,Strings,2004,7.1,18.0
20874,Kin-dza-dza!,1986,6.9,51.0
37185,Comrades: Almost a Love Story,1996,7.0,19.0
17186,Supercross,2005,5.4,29.0
14175,Valiant,2005,5.2,239.0
4442,The Brothers Grimm,2005,5.6,847.0
59882,The Desperadoes,1943,4.8,6.0
22741,Black Dragons,1942,6.0,2.0
44413,The Holy Girl,2004,6.8,10.0
65513,They Came Back,2004,5.7,23.0
13169,The Baxter,2005,6.4,11.0
9042,The Cave,2005,5.2,204.0
17926,Undiscovered,2005,4.5,13.0
15022,Dirty Deeds,2005,5.8,32.0
1985,The Constant Gardener,2005,6.9,428.0
9335,Transporter 2,2005,6.2,1076.0
56214,Margaret Cho: Assassin,2005,7.0,2.0
9007,Just Like Heaven,2005,6.5,595.0
9777,Proof,2005,6.2,182.0
1830,Lord of War,2005,7.0,1356.0
7182,Venom,2005,4.7,49.0
10092,Cry_Wolf,2005,5.6,127.0
340,Everything is Illuminated,2005,7.4,251.0
1546,Thumbsucker,2005,6.2,68.0
23703,The Thing About My Folks,2005,5.4,9.0
47488,HellBent,2004,3.8,10.0
15155,G,2002,6.8,7.0
78734,In Old Chicago,1937,5.0,5.0
51277,Now and Forever,1934,5.0,6.0
61675,L.A. Without a Map,1998,6.0,11.0
59704,Where Angels Fear to Tread,1991,6.1,5.0
65215,Family Guy Presents Stewie Griffin: The Untold Story,2005,7.0,113.0
36832,Born in Flames,1983,6.7,7.0
17386,Revenge of the Ninja,1983,5.8,22.0
