id,day_week_spa
5677,miércoles
44618,sábado
16804,sábado
25405,lunes
73953,viernes
1961,lunes
15148,sábado
54838,viernes
15945,viernes
171840,martes
68190,martes
14204,lunes
20829,viernes
30508,miércoles
15039,jueves
13639,miércoles
47561,viernes
18884,domingo
26036,jueves
434306,viernes
14977,martes
157909,jueves
21851,jueves
15105,martes
17314,martes
24351,martes
94405,viernes
110761,viernes
38087,viernes
16177,jueves
29363,jueves
79331,viernes
36499,sábado
15268,viernes
17317,lunes
434,jueves
15670,lunes
206034,miércoles
19255,viernes
43034,lunes
29117,sábado
14979,viernes
18208,viernes
41054,sábado
37468,miércoles
8832,viernes
50013,sábado
8279,sábado
14063,miércoles
13207,miércoles
15067,miércoles
14853,martes
15159,viernes
18529,martes
7916,martes
38789,sábado
90324,viernes
67384,miércoles
36281,miércoles
42818,viernes
29717,martes
43873,miércoles
17158,jueves
24221,viernes
17077,miércoles
47497,viernes
10049,martes
9914,miércoles
40227,viernes
20421,viernes
125858,sábado
111014,viernes
14301,martes
8382,martes
13849,jueves
27061,viernes
43146,miércoles
85330,lunes
53574,viernes
74286,viernes
30906,miércoles
26939,sábado
26127,miércoles
13613,martes
16538,viernes
19998,sábado
5334,lunes
26387,miércoles
7517,sábado
34474,viernes
13094,martes
18781,viernes
27757,martes
16558,jueves
13811,jueves
17003,viernes
80314,sábado
161006,martes
16353,jueves
15472,viernes
52528,jueves
13090,viernes
15854,sábado
53651,sábado
58076,jueves
143240,viernes
73856,viernes
14180,viernes
36836,sábado
17166,martes
47739,viernes
16325,viernes
113321,jueves
17097,miércoles
46799,viernes
19950,viernes
15512,jueves
14735,viernes
24220,viernes
21946,miércoles
20529,lunes
30155,domingo
39914,miércoles
42914,sábado
36392,lunes
62437,viernes
6968,miércoles
13161,miércoles
16197,jueves
53828,jueves
34015,viernes
13808,martes
14637,viernes
15912,domingo
18096,jueves
18094,lunes
33811,viernes
53863,viernes
16991,viernes
99283,sábado
94854,martes
43396,miércoles
16614,viernes
31273,lunes
18558,viernes
16071,domingo
20048,jueves
8747,sábado
16258,viernes
15451,viernes
330711,sábado
82962,miércoles
22705,viernes
16005,viernes
55748,viernes
39331,viernes
284117,jueves
55500,viernes
14164,miércoles
3632,sábado
9841,sábado
91099,viernes
97421,sábado
43250,viernes
142973,martes
55773,sábado
1940,miércoles
33726,miércoles
61070,viernes
93562,miércoles
13557,jueves
10041,domingo
31132,viernes
13804,jueves
34796,domingo
35849,lunes
35022,jueves
45965,jueves
19976,miércoles
1387,sábado
21376,viernes
16867,viernes
19833,jueves
16919,viernes
15580,martes
15801,viernes
8902,viernes
19618,martes
83099,viernes
27644,domingo
18947,miércoles
128857,sábado
46096,lunes
67857,domingo
16996,miércoles
8833,viernes
16869,martes
16995,viernes
99224,sábado
94139,viernes
10000,sábado
44967,martes
91603,miércoles
84908,lunes
45882,sábado
21641,viernes
13119,martes
15092,jueves
51472,domingo
51263,viernes
24365,miércoles
38872,viernes
95977,sábado
17431,viernes
38870,sábado
67849,jueves
112582,miércoles
205410,sábado
13123,viernes
33974,lunes
45949,miércoles
18320,miércoles
49571,domingo
53204,viernes
17436,miércoles
30843,martes
2080,martes
17680,martes
36175,sábado
53624,domingo
120528,sábado
17073,martes
21191,viernes
270952,martes
13475,miércoles
24273,domingo
38464,sábado
22152,lunes
16279,viernes
72891,sábado
6461,miércoles
23391,martes
11160,sábado
168643,miércoles
19350,lunes
15384,miércoles
156908,domingo
48116,jueves
15342,miércoles
25004,viernes
17124,sábado
210487,jueves
64115,viernes
17532,martes
10946,domingo
23590,viernes
30416,miércoles
65503,jueves
38869,sábado
17027,sábado
15577,viernes
13448,miércoles
288035,viernes
92312,sábado
80592,sábado
90120,martes
17635,viernes
42738,martes
14141,martes
30312,jueves
47906,viernes
111752,martes
122160,miércoles
17740,viernes
42943,viernes
13532,viernes
18495,viernes
180162,viernes
25218,lunes
24053,miércoles
53947,viernes
15705,domingo
14448,miércoles
21583,domingo
534,miércoles
18360,miércoles
38008,domingo
2049,jueves
19375,martes
23997,viernes
18238,lunes
21755,martes
43378,domingo
121707,sábado
30239,martes
101362,miércoles
8211,viernes
8429,martes
44012,miércoles
10541,miércoles
19955,miércoles
90799,lunes
39194,lunes
36460,viernes
27502,lunes
15555,lunes
40022,martes
86764,viernes
42062,viernes
14126,viernes
17332,viernes
18405,viernes
155426,viernes
21832,sábado
16871,domingo
14160,miércoles
21967,domingo
14003,jueves
16899,martes
21724,viernes
8282,miércoles
31404,martes
42513,jueves
83868,sábado
4934,miércoles
15588,martes
61109,lunes
129089,lunes
14857,viernes
17927,viernes
77822,viernes
14330,viernes
26508,lunes
28677,martes
19203,martes
15712,miércoles
13975,miércoles
18785,viernes
16164,jueves
17609,lunes
33104,jueves
37924,martes
43321,domingo
18869,domingo
17829,martes
16345,viernes
81512,viernes
115306,jueves
200796,miércoles
27134,martes
37024,sábado
53622,martes
761,miércoles
11914,lunes
64968,miércoles
34300,viernes
58018,martes
70806,martes
45560,jueves
26506,viernes
13856,lunes
14536,viernes
13710,jueves
15084,viernes
14451,viernes
18162,viernes
34482,martes
16324,viernes
50600,martes
18468,viernes
19724,viernes
18487,jueves
27799,sábado
8883,martes
49767,jueves
29314,viernes
40465,domingo
10272,viernes
23924,lunes
18061,lunes
21179,martes
42341,sábado
18760,jueves
11693,sábado
40509,viernes
15073,lunes
31544,miércoles
84119,martes
33409,domingo
18240,lunes
51260,miércoles
28110,viernes
89484,jueves
48288,sábado
17610,jueves
8933,miércoles
156917,viernes
37911,viernes
38773,martes
8269,sábado
45779,lunes
27085,miércoles
8940,viernes
133,viernes
20152,sábado
14938,jueves
19508,miércoles
66770,lunes
12162,viernes
4498,domingo
176810,martes
170477,sábado
75015,lunes
18507,viernes
16240,viernes
50030,miércoles
81223,lunes
24772,viernes
67515,lunes
29082,sábado
8284,viernes
4250,jueves
32451,sábado
62128,domingo
8373,viernes
62320,miércoles
24734,miércoles
75317,jueves
8939,miércoles
35404,miércoles
53906,viernes
19079,jueves
19265,viernes
12556,viernes
43638,miércoles
4990,jueves
43192,jueves
11322,miércoles
8355,lunes
10821,viernes
176241,martes
47075,jueves
41385,viernes
25728,viernes
20301,jueves
24232,martes
242737,sábado
50201,viernes
52109,lunes
251657,viernes
24927,domingo
183871,domingo
156063,jueves
10024,viernes
10788,viernes
15423,martes
33321,domingo
69426,viernes
16226,martes
42659,jueves
16440,martes
37021,domingo
62186,viernes
22612,lunes
19913,viernes
47104,sábado
17359,miércoles
47920,lunes
82474,sábado
45184,jueves
18480,miércoles
64831,jueves
266814,jueves
4931,viernes
301233,viernes
18901,jueves
14728,domingo
16911,jueves
70648,lunes
8884,jueves
38940,domingo
19105,martes
14758,viernes
767,martes
59847,miércoles
60623,miércoles
14687,sábado
351862,miércoles
10353,miércoles
49360,viernes
245367,miércoles
9592,lunes
68572,domingo
84278,viernes
43195,jueves
23964,martes
14531,martes
76465,sábado
51302,sábado
76452,martes
14197,lunes
20174,martes
48773,sábado
60008,lunes
8054,jueves
19929,domingo
123777,domingo
18696,jueves
3478,viernes
30713,viernes
54759,viernes
30121,lunes
64901,miércoles
23720,miércoles
14843,miércoles
8937,sábado
9974,miércoles
22302,sábado
20382,jueves
53868,viernes
69342,viernes
83078,viernes
37516,miércoles
19727,lunes
56150,martes
22215,martes
18635,lunes
4983,martes
53830,miércoles
38971,martes
49691,lunes
39415,miércoles
20407,domingo
22408,sábado
23286,viernes
69166,viernes
67967,viernes
21208,viernes
131351,sábado
16056,martes
53781,viernes
20943,viernes
67463,domingo
82311,domingo
204996,domingo
47870,jueves
104083,miércoles
21407,jueves
12403,lunes
62547,viernes
15422,viernes
14833,jueves
41183,viernes
44578,sábado
20856,viernes
17654,miércoles
24803,jueves
38879,miércoles
17335,viernes
13836,jueves
20071,jueves
13730,miércoles
15438,miércoles
18126,viernes
14869,martes
14415,miércoles
30250,viernes
121895,miércoles
17134,jueves
50719,viernes
105703,miércoles
176650,jueves
17199,miércoles
20153,viernes
20777,viernes
54982,sábado
92989,sábado
45999,sábado
18908,jueves
31067,domingo
39286,jueves
13752,jueves
22600,lunes
99657,martes
40797,lunes
40743,lunes
17285,viernes
12407,viernes
97252,sábado
22602,martes
40799,jueves
40071,miércoles
19422,martes
31670,miércoles
38107,lunes
15137,sábado
37047,domingo
66949,miércoles
77285,sábado
64728,jueves
22795,lunes
21878,martes
18585,viernes
19905,viernes
22051,miércoles
25902,jueves
16634,viernes
58421,jueves
56264,domingo
31913,miércoles
14940,martes
24420,viernes
13797,martes
12605,jueves
128856,viernes
145066,viernes
31216,domingo
19556,viernes
23367,jueves
49982,lunes
45852,miércoles
24999,domingo
16710,viernes
19840,viernes
25047,martes
33199,jueves
22025,viernes
99599,sábado
25183,viernes
19170,viernes
14745,viernes
19585,martes
41682,viernes
17336,viernes
11928,jueves
98289,miércoles
99600,sábado
18281,jueves
8895,martes
18533,jueves
30319,viernes
18820,lunes
85097,jueves
164741,domingo
12839,sábado
15775,viernes
44655,miércoles
43384,martes
46351,martes
38662,lunes
18032,sábado
677,miércoles
685,miércoles
92011,martes
154430,jueves
49835,domingo
18759,viernes
106028,jueves
87683,domingo
42638,martes
18568,viernes
33314,sábado
21657,sábado
8899,miércoles
20778,viernes
22492,viernes
17153,jueves
21236,jueves
35059,sábado
43878,martes
29967,viernes
68692,miércoles
15641,viernes
21955,sábado
43303,sábado
25704,viernes
21371,sábado
23115,jueves
41427,miércoles
184781,miércoles
36108,sábado
23049,viernes
26914,viernes
121655,viernes
15457,miércoles
758,lunes
43734,martes
41496,jueves
12410,jueves
45458,sábado
64544,miércoles
26320,jueves
41127,sábado
35203,domingo
34869,miércoles
24150,viernes
65990,viernes
60216,lunes
21336,martes
35044,domingo
2861,miércoles
23451,viernes
25376,jueves
59314,martes
12244,miércoles
58450,viernes
5060,viernes
15809,lunes
29914,sábado
52710,viernes
140887,viernes
40979,viernes
22494,viernes
37903,jueves
227370,viernes
17899,viernes
18120,jueves
106006,jueves
17445,martes
63581,domingo
23736,miércoles
19898,martes
20171,viernes
21700,viernes
57412,jueves
72083,domingo
17046,domingo
6309,viernes
10313,sábado
20715,jueves
17632,lunes
31936,sábado
40954,viernes
8071,viernes
43255,domingo
42225,viernes
689,miércoles
22774,jueves
53430,lunes
32317,viernes
47576,viernes
2979,lunes
17618,jueves
19994,viernes
11323,viernes
117531,jueves
42762,miércoles
3511,viernes
37317,jueves
25900,miércoles
29134,sábado
12569,jueves
19912,miércoles
18501,jueves
22794,jueves
279606,martes
26367,viernes
43757,jueves
23253,viernes
114618,viernes
18570,domingo
36703,domingo
46768,jueves
18724,lunes
22536,jueves
16873,jueves
22326,viernes
25643,viernes
29963,jueves
30685,viernes
25549,sábado
63615,jueves
26009,miércoles
26500,domingo
35113,domingo
40225,miércoles
17455,martes
12699,martes
25532,domingo
23827,viernes
14579,martes
185591,martes
28299,jueves
16194,jueves
62396,miércoles
18974,miércoles
64450,miércoles
44208,viernes
19136,viernes
25112,sábado
28051,sábado
20178,jueves
67612,viernes
25050,sábado
43360,viernes
41053,martes
54563,martes
76636,miércoles
22074,domingo
91262,sábado
38670,jueves
22717,viernes
23128,viernes
12573,viernes
28053,viernes
24869,viernes
90056,domingo
126597,lunes
24561,viernes
36800,miércoles
14476,jueves
104275,domingo
21398,viernes
23127,sábado
39506,domingo
23202,viernes
24001,viernes
22798,domingo
23082,domingo
62635,domingo
61524,viernes
19959,jueves
18065,viernes
19908,miércoles
28665,jueves
23044,viernes
54191,domingo
18176,jueves
23532,domingo
46068,viernes
33474,sábado
26688,miércoles
22787,miércoles
4786,viernes
24684,jueves
77246,domingo
63795,sábado
63978,miércoles
11156,miércoles
74469,sábado
44054,viernes
26763,miércoles
99189,lunes
18710,miércoles
33476,sábado
19899,sábado
23706,viernes
142084,martes
39488,jueves
106254,martes
11807,viernes
17622,miércoles
60773,viernes
885,domingo
126136,martes
23966,sábado
188858,jueves
48214,viernes
44685,sábado
92990,domingo
43902,viernes
43850,sábado
33857,jueves
33380,miércoles
70569,domingo
21910,jueves
4734,miércoles
42678,jueves
44334,miércoles
42537,sábado
16523,viernes
46931,viernes
1686,jueves
67062,lunes
59239,sábado
85927,miércoles
63107,lunes
29124,martes
44630,miércoles
53423,martes
37340,lunes
38702,viernes
43990,viernes
18214,domingo
3513,jueves
19837,jueves
25132,viernes
12572,sábado
22803,jueves
32563,domingo
52941,lunes
180576,jueves
33806,miércoles
50936,sábado
8915,jueves
19904,viernes
120518,viernes
24238,lunes
19918,viernes
24056,viernes
23512,martes
31189,domingo
54154,miércoles
85763,miércoles
37637,miércoles
94663,jueves
69912,sábado
51619,domingo
21058,domingo
30506,viernes
97029,miércoles
71041,jueves
98914,lunes
54419,jueves
89681,domingo
42788,miércoles
8926,domingo
16398,martes
24392,viernes
2973,miércoles
32928,sábado
22947,sábado
141640,martes
168607,viernes
13558,jueves
105419,viernes
47430,lunes
34631,domingo
234937,jueves
19035,sábado
56619,domingo
26191,miércoles
23173,viernes
53985,miércoles
49167,sábado
39306,miércoles
71171,viernes
84089,jueves
31021,miércoles
173171,martes
48329,jueves
44338,domingo
36577,miércoles
22447,viernes
43893,martes
65403,viernes
22804,jueves
13576,miércoles
28422,sábado
108021,viernes
94653,martes
1697,jueves
36949,martes
38680,lunes
24418,viernes
22821,martes
22800,viernes
24804,viernes
29150,domingo
14968,jueves
38065,domingo
16577,jueves
61647,domingo
37767,sábado
22820,miércoles
10315,viernes
30431,viernes
197552,domingo
38984,miércoles
36278,viernes
54648,martes
32834,viernes
14834,viernes
53263,miércoles
51317,viernes
70555,jueves
63401,miércoles
84273,sábado
82040,miércoles
85715,lunes
836,jueves
17979,miércoles
43370,viernes
113520,lunes
94638,viernes
84656,lunes
105077,martes
95600,sábado
84772,domingo
106537,miércoles
53767,domingo
18930,lunes
4475,martes
24565,viernes
108200,jueves
77121,jueves
52048,sábado
75804,domingo
24480,jueves
37060,jueves
176273,miércoles
19851,sábado
24293,martes
14161,sábado
22825,jueves
8088,domingo
70805,miércoles
21581,viernes
22824,viernes
25793,viernes
23189,lunes
11699,viernes
18239,domingo
17774,domingo
28089,viernes
14859,sábado
7860,viernes
22832,martes
32511,viernes
14172,martes
19167,martes
121088,viernes
73501,lunes
2261,domingo
9924,martes
30231,viernes
33273,viernes
33035,viernes
55628,miércoles
112687,miércoles
20411,viernes
71329,jueves
32543,martes
54966,domingo
91426,martes
6058,viernes
31002,lunes
34003,sábado
25472,lunes
7445,martes
23269,viernes
411456,viernes
47466,viernes
109175,viernes
153118,viernes
18595,viernes
53516,domingo
27258,jueves
20764,miércoles
25467,lunes
161094,domingo
267523,sábado
22881,viernes
93743,viernes
97035,viernes
88276,jueves
94466,martes
99875,viernes
126863,miércoles
58435,jueves
1284,viernes
19116,jueves
25716,sábado
36106,domingo
90041,viernes
104776,domingo
8353,domingo
15400,martes
22640,lunes
22949,martes
36272,jueves
16866,jueves
12404,miércoles
23951,sábado
30238,sábado
29406,jueves
34653,lunes
14452,lunes
18472,viernes
51284,jueves
7980,sábado
22954,jueves
2143,viernes
10198,martes
26171,viernes
32634,miércoles
4597,viernes
37190,viernes
31909,miércoles
62131,miércoles
20606,jueves
139212,viernes
57654,lunes
18175,martes
88067,viernes
30526,sábado
347,martes
35867,viernes
64414,jueves
83491,miércoles
56800,miércoles
38759,domingo
28392,viernes
92432,miércoles
45987,miércoles
55261,viernes
27719,domingo
42836,martes
101382,martes
47122,lunes
89785,lunes
129417,martes
53161,domingo
47046,martes
82404,viernes
128846,domingo
63764,lunes
148597,jueves
46886,viernes
129303,lunes
24438,jueves
174598,domingo
60639,jueves
125512,jueves
14704,miércoles
100122,miércoles
48496,viernes
33052,jueves
140281,jueves
26032,domingo
29697,viernes
16576,viernes
272772,martes
19197,viernes
23947,sábado
25968,sábado
61872,domingo
32615,jueves
19995,jueves
10197,jueves
9650,miércoles
64481,miércoles
10268,lunes
22897,miércoles
10528,miércoles
25196,miércoles
13988,martes
36811,viernes
40054,domingo
23398,lunes
28520,domingo
15772,viernes
132397,viernes
38908,martes
42206,viernes
26533,jueves
25137,jueves
22043,domingo
18898,miércoles
26123,jueves
40494,miércoles
27172,viernes
17591,martes
49687,viernes
51831,sábado
44808,martes
121379,sábado
41886,viernes
24050,jueves
94803,lunes
156015,sábado
94727,jueves
132392,lunes
114790,sábado
36293,viernes
26129,viernes
110733,lunes
96107,jueves
89647,martes
27390,viernes
122163,viernes
352237,domingo
25769,viernes
14159,viernes
25680,martes
36117,miércoles
43876,viernes
63215,miércoles
124994,domingo
54051,viernes
80960,jueves
97032,miércoles
148536,martes
64736,jueves
23963,viernes
35148,martes
26465,martes
51422,sábado
60489,martes
16204,domingo
23404,jueves
20236,jueves
148077,viernes
42564,domingo
65572,jueves
25190,viernes
22327,viernes
19901,martes
28644,jueves
24458,lunes
13723,jueves
15791,lunes
28178,sábado
291554,sábado
149851,viernes
14773,lunes
147683,domingo
25195,viernes
20504,jueves
33613,viernes
57251,viernes
85126,miércoles
123772,sábado
4286,jueves
21575,miércoles
104320,sábado
4932,domingo
39023,jueves
187401,sábado
25927,sábado
14173,viernes
28227,sábado
31875,miércoles
44085,jueves
58589,domingo
26820,viernes
119905,viernes
24271,sábado
52273,sábado
95140,sábado
179066,viernes
37222,miércoles
55197,miércoles
87065,martes
20551,miércoles
28280,jueves
26125,lunes
26765,martes
5707,jueves
323111,domingo
26961,martes
126925,domingo
1450,jueves
101006,jueves
52429,jueves
81895,sábado
148435,lunes
46335,miércoles
18476,viernes
15774,viernes
20107,viernes
12161,martes
164421,miércoles
101342,viernes
41970,domingo
89800,viernes
21521,miércoles
44027,domingo
143098,jueves
31175,miércoles
22274,viernes
4579,viernes
32097,miércoles
83430,miércoles
13634,sábado
144089,viernes
40229,viernes
10800,miércoles
277622,sábado
25676,jueves
44941,viernes
25205,martes
17602,jueves
14981,martes
45699,miércoles
17606,jueves
25594,lunes
25602,jueves
40660,miércoles
101376,jueves
49956,viernes
43844,miércoles
15930,viernes
65642,viernes
86303,miércoles
63771,martes
52229,sábado
2395,domingo
13855,jueves
21153,domingo
83994,miércoles
5761,domingo
57978,miércoles
23999,martes
42720,viernes
17911,martes
32559,viernes
253476,viernes
69061,miércoles
13382,domingo
13358,sábado
33511,viernes
27182,miércoles
29110,jueves
23410,jueves
266740,viernes
22164,sábado
15255,martes
71885,viernes
20453,miércoles
108573,miércoles
16095,viernes
4253,viernes
43346,jueves
40083,jueves
61864,martes
59390,domingo
22894,jueves
15807,sábado
85507,sábado
72241,miércoles
22404,viernes
27567,viernes
147692,lunes
41787,viernes
106482,miércoles
26752,miércoles
48609,viernes
251281,viernes
160266,jueves
21033,lunes
23988,martes
186129,miércoles
51120,viernes
21453,domingo
5153,lunes
17836,sábado
51429,miércoles
32130,sábado
126083,lunes
13522,viernes
47370,sábado
31156,lunes
84104,viernes
46336,viernes
27569,jueves
62775,viernes
120109,miércoles
8349,sábado
75877,miércoles
43891,viernes
33295,sábado
29501,martes
16453,martes
13477,viernes
12201,viernes
47554,domingo
33395,lunes
2974,martes
14016,jueves
94706,jueves
26466,viernes
49807,domingo
99749,martes
79509,jueves
46623,jueves
52863,miércoles
92283,domingo
42137,viernes
8952,domingo
40724,martes
33159,viernes
26137,sábado
71825,viernes
103201,viernes
98246,jueves
33630,miércoles
51675,lunes
33602,sábado
12169,miércoles
252407,miércoles
43333,martes
42212,viernes
33728,miércoles
27989,viernes
25983,sábado
42683,sábado
271677,jueves
46423,viernes
24469,jueves
11518,viernes
7344,domingo
4887,viernes
51022,miércoles
31578,sábado
18670,sábado
25293,sábado
59013,viernes
32856,miércoles
7978,jueves
60086,viernes
11324,jueves
90052,viernes
81382,domingo
8898,jueves
183946,viernes
17334,miércoles
26715,sábado
19311,jueves
38448,lunes
45988,lunes
20047,domingo
55522,viernes
81399,martes
13949,domingo
24253,viernes
15324,lunes
32657,lunes
23742,viernes
36457,miércoles
27561,viernes
11439,viernes
42586,jueves
26963,lunes
32868,sábado
30298,miércoles
23172,viernes
30128,viernes
29381,viernes
42295,lunes
41894,lunes
67736,viernes
25950,sábado
32124,viernes
26428,domingo
56931,miércoles
12273,martes
22805,miércoles
79519,sábado
20083,domingo
29388,sábado
15357,miércoles
20406,sábado
22166,miércoles
408956,viernes
18489,domingo
120280,viernes
19962,viernes
29427,viernes
22971,jueves
45576,sábado
23023,jueves
29785,viernes
63195,jueves
20871,lunes
14235,miércoles
71370,sábado
25967,sábado
5595,domingo
32092,domingo
10664,martes
28739,martes
17473,viernes
200664,martes
224642,jueves
117499,viernes
174748,domingo
26022,viernes
12155,miércoles
40623,miércoles
22972,jueves
119819,viernes
29182,jueves
17277,martes
24424,jueves
26389,viernes
61880,martes
31515,jueves
20618,martes
28925,domingo
23488,miércoles
26771,miércoles
43012,miércoles
27583,viernes
6883,viernes
26390,viernes
34016,jueves
25941,miércoles
34195,martes
20471,domingo
18514,jueves
23169,viernes
18704,sábado
12718,miércoles
15360,martes
19969,jueves
85521,martes
36233,viernes
16763,martes
16350,sábado
15846,martes
14765,lunes
44363,viernes
94182,sábado
34592,jueves
26430,jueves
59719,viernes
30903,viernes
26623,viernes
55412,viernes
48145,lunes
29426,jueves
217632,domingo
195204,jueves
34335,viernes
16239,sábado
80196,sábado
31299,lunes
34563,viernes
27573,martes
32678,jueves
12834,domingo
31723,viernes
24225,viernes
49508,sábado
26558,miércoles
15483,viernes
31678,sábado
45921,jueves
33788,jueves
5753,lunes
43495,jueves
32688,viernes
24973,miércoles
42342,jueves
168171,miércoles
80595,viernes
66953,viernes
16436,jueves
31867,jueves
42451,jueves
43138,jueves
4933,jueves
264241,martes
28355,jueves
64104,viernes
194931,martes
20027,viernes
36970,sábado
19616,viernes
34423,jueves
69872,viernes
20216,lunes
23048,viernes
28211,miércoles
30779,jueves
89199,lunes
19152,viernes
38687,sábado
30018,jueves
10191,viernes
22582,jueves
37181,martes
45035,jueves
15544,viernes
24874,lunes
51330,miércoles
28510,jueves
11763,viernes
33421,martes
48336,domingo
21467,lunes
24499,sábado
20825,sábado
16190,viernes
109572,viernes
52637,viernes
25053,sábado
104607,viernes
10469,viernes
11122,jueves
27936,miércoles
18823,jueves
196328,jueves
213845,domingo
15382,sábado
31196,viernes
18352,viernes
34769,sábado
39830,sábado
132744,jueves
161179,jueves
35939,viernes
23483,lunes
16686,viernes
15973,viernes
4252,jueves
16759,lunes
43008,viernes
184741,sábado
57124,domingo
93519,viernes
35056,jueves
47090,jueves
13417,lunes
39931,jueves
24429,viernes
36419,viernes
22419,domingo
43327,viernes
76568,miércoles
40855,viernes
22488,viernes
49131,domingo
35207,martes
42669,sábado
18273,lunes
37223,sábado
53522,viernes
39459,sábado
35689,viernes
166375,martes
34784,martes
52903,viernes
8980,viernes
11801,sábado
25572,lunes
34583,jueves
11761,martes
22943,sábado
27586,viernes
15323,viernes
1568,miércoles
48688,domingo
33226,sábado
96010,viernes
27179,jueves
11303,martes
18426,jueves
19939,viernes
36916,viernes
145902,viernes
79924,lunes
116983,jueves
17988,jueves
26178,jueves
19587,lunes
68987,viernes
36124,martes
20781,martes
22649,jueves
31561,martes
1912,martes
35002,domingo
47813,sábado
14766,domingo
36731,jueves
141714,martes
19401,lunes
31869,jueves
26186,jueves
55236,viernes
34803,jueves
37861,viernes
47808,jueves
33217,viernes
29989,viernes
90634,viernes
26380,sábado
43326,viernes
44747,lunes
102419,jueves
228444,viernes
36443,martes
4461,viernes
41110,sábado
31687,martes
20497,martes
12411,sábado
86097,domingo
25832,miércoles
25338,jueves
20478,viernes
17960,miércoles
33427,viernes
23568,sábado
38810,lunes
12408,martes
21345,miércoles
40168,miércoles
44132,miércoles
37857,sábado
33784,miércoles
45663,domingo
129689,sábado
178736,viernes
35656,lunes
30427,sábado
12166,sábado
33501,domingo
36325,viernes
43381,viernes
34813,viernes
33215,sábado
21036,domingo
35690,miércoles
18406,viernes
39053,viernes
37169,domingo
24805,viernes
43517,sábado
176651,viernes
121036,viernes
42476,viernes
111310,viernes
39452,domingo
94917,jueves
107643,sábado
64651,martes
40594,viernes
23104,miércoles
37605,viernes
91727,viernes
41597,sábado
62727,miércoles
25385,martes
64576,sábado
32985,miércoles
44399,viernes
10138,miércoles
32084,sábado
42191,miércoles
190906,lunes
45615,viernes
38579,viernes
37931,viernes
27004,viernes
10870,miércoles
54117,martes
4180,miércoles
55135,jueves
15877,sábado
72272,miércoles
1549,martes
10171,jueves
38996,miércoles
25699,jueves
18899,miércoles
45380,domingo
48587,martes
198600,lunes
36760,sábado
39767,sábado
17005,domingo
26694,jueves
126421,miércoles
121351,sábado
37178,viernes
125271,miércoles
5178,viernes
34069,jueves
23437,viernes
37495,viernes
145217,sábado
42217,martes
19173,martes
42910,viernes
43090,viernes
35169,viernes
41116,martes
25659,martes
37828,jueves
38726,jueves
36950,miércoles
37565,viernes
38542,sábado
12219,domingo
76822,jueves
20662,miércoles
31345,miércoles
21245,viernes
60677,viernes
52620,martes
34626,jueves
47737,sábado
28575,domingo
52249,lunes
51442,viernes
89462,jueves
66022,jueves
38697,domingo
37511,martes
21794,viernes
36432,viernes
35572,miércoles
106813,miércoles
20311,jueves
81589,sábado
8929,martes
7346,miércoles
28894,sábado
44513,viernes
23050,viernes
96287,lunes
23538,jueves
27181,viernes
5590,domingo
53503,viernes
40998,jueves
5850,viernes
18516,viernes
31261,martes
39056,jueves
24757,jueves
26587,martes
36801,miércoles
92501,viernes
46705,lunes
37821,viernes
261538,martes
253232,miércoles
173865,jueves
225503,jueves
29069,miércoles
26962,sábado
37255,martes
122188,sábado
51792,sábado
99236,martes
174784,viernes
14257,jueves
5424,jueves
39453,martes
26388,viernes
44878,viernes
116746,sábado
64811,viernes
39024,jueves
38307,martes
134901,domingo
30527,viernes
9543,miércoles
43317,lunes
40247,viernes
14518,sábado
26427,jueves
37034,martes
35197,viernes
36686,jueves
115064,martes
25846,miércoles
73931,miércoles
30913,lunes
198306,lunes
198307,lunes
62492,martes
112882,sábado
37786,miércoles
66775,jueves
44398,viernes
25551,viernes
22241,jueves
71756,viernes
58086,martes
29151,lunes
32823,viernes
29923,viernes
38199,lunes
80844,miércoles
42614,sábado
139383,sábado
43879,jueves
36736,martes
132328,viernes
35217,miércoles
34806,viernes
37707,martes
39376,viernes
1785,miércoles
10241,miércoles
32720,miércoles
51413,jueves
38318,jueves
42744,sábado
29272,lunes
13058,lunes
37056,viernes
34480,miércoles
38570,martes
35166,viernes
38846,viernes
73576,martes
32830,lunes
52726,miércoles
27735,jueves
54254,miércoles
29917,viernes
68429,miércoles
47238,lunes
132928,sábado
19713,jueves
50182,sábado
254738,sábado
42139,domingo
3589,domingo
25869,jueves
30695,viernes
94225,lunes
108224,domingo
88192,miércoles
28434,lunes
28871,viernes
35129,viernes
31041,sábado
12832,miércoles
39246,domingo
33116,jueves
79372,jueves
42767,miércoles
20533,viernes
34544,jueves
48003,jueves
19276,viernes
44006,miércoles
10193,miércoles
41397,lunes
43882,viernes
99627,jueves
39641,viernes
35164,miércoles
45974,domingo
198308,lunes
25868,jueves
39013,viernes
162880,miércoles
63883,martes
8652,viernes
18897,sábado
38027,viernes
52072,viernes
1787,viernes
32068,martes
48636,martes
21531,sábado
108017,lunes
45009,lunes
44999,domingo
41142,viernes
10192,domingo
24663,sábado
24797,miércoles
61120,miércoles
62414,martes
149511,sábado
33809,jueves
38780,viernes
56809,jueves
37711,sábado
110901,viernes
211256,viernes
46341,lunes
37414,viernes
44680,miércoles
108705,jueves
70804,viernes
51138,domingo
26916,martes
16890,viernes
39545,jueves
53796,lunes
42615,sábado
120529,viernes
34599,viernes
47282,viernes
16878,martes
13989,domingo
44534,jueves
43780,viernes
31677,jueves
40819,jueves
68701,domingo
